endereco,latitude,longitude,resale_price,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease
"114 POTONG PASIR AVE 1, TOA PAYOH, Singapore",1.3369542,103.86316669527864,310000.0,2017-05,TOA PAYOH,3 ROOM,114,POTONG PASIR AVE 1,07 TO 09,67.0,New Generation,1984.0,66 years 05 months
"17 LOR 7 TOA PAYOH, TOA PAYOH, Singapore",,,318000.0,2017-05,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,16 TO 18,67.0,Improved,1971.0,52 years 08 months
"118 LOR 1 TOA PAYOH, TOA PAYOH, Singapore",,,332000.0,2017-05,TOA PAYOH,3 ROOM,118,LOR 1 TOA PAYOH,10 TO 12,65.0,Improved,1968.0,50 years 01 month
"177 TOA PAYOH CTRL, TOA PAYOH, Singapore",1.33375195,103.84783477309904,347000.0,2017-05,TOA PAYOH,3 ROOM,177,TOA PAYOH CTRL,04 TO 06,64.0,Improved,1972.0,54 years 02 months
"104 POTONG PASIR AVE 1, TOA PAYOH, Singapore",1.3343561,103.86927341870928,425000.0,2017-05,TOA PAYOH,3 ROOM,104,POTONG PASIR AVE 1,07 TO 09,74.0,Model A,1984.0,66 years 06 months
"226 LOR 8 TOA PAYOH, TOA PAYOH, Singapore",,,353000.0,2017-05,TOA PAYOH,4 ROOM,226,LOR 8 TOA PAYOH,16 TO 18,82.0,Improved,1976.0,58 years
"221 LOR 8 TOA PAYOH, TOA PAYOH, Singapore",,,370000.0,2017-05,TOA PAYOH,4 ROOM,221,LOR 8 TOA PAYOH,07 TO 09,82.0,Improved,1976.0,58 years 01 month
"200 TOA PAYOH NTH, TOA PAYOH, Singapore",,,430000.0,2017-05,TOA PAYOH,4 ROOM,200,TOA PAYOH NTH,04 TO 06,87.0,Improved,1973.0,55 years 02 months
"179 TOA PAYOH CTRL, TOA PAYOH, Singapore",1.3338879,103.85007550100272,468000.0,2017-05,TOA PAYOH,4 ROOM,179,TOA PAYOH CTRL,04 TO 06,84.0,Improved,1974.0,56 years 03 months
"148 POTONG PASIR AVE 1, TOA PAYOH, Singapore",1.3324253,103.86773314291094,480000.0,2017-05,TOA PAYOH,4 ROOM,148,POTONG PASIR AVE 1,01 TO 03,83.0,Simplified,1998.0,80 years 04 months
"142 LOR 2 TOA PAYOH, TOA PAYOH, Singapore",,,530000.0,2017-05,TOA PAYOH,4 ROOM,142,LOR 2 TOA PAYOH,01 TO 03,85.0,Model A,2001.0,82 years 08 months
"141 POTONG PASIR AVE 3, TOA PAYOH, Singapore",1.33404185,103.8674778196578,553000.0,2017-05,TOA PAYOH,4 ROOM,141,POTONG PASIR AVE 3,01 TO 03,111.0,Model A,1984.0,66 years 02 months
"239 LOR 1 TOA PAYOH, TOA PAYOH, Singapore",,,570000.0,2017-05,TOA PAYOH,4 ROOM,239,LOR 1 TOA PAYOH,07 TO 09,103.0,Model A,1986.0,68 years 04 months
"135 POTONG PASIR AVE 3, TOA PAYOH, Singapore",1.3346835,103.8668514,575000.0,2017-05,TOA PAYOH,4 ROOM,135,POTONG PASIR AVE 3,01 TO 03,103.0,Model A,1984.0,66 years 02 months
"10 LOR 7 TOA PAYOH, TOA PAYOH, Singapore",,,596000.0,2017-05,TOA PAYOH,4 ROOM,10,LOR 7 TOA PAYOH,07 TO 09,104.0,Model A,1998.0,80 years 02 months
"79A TOA PAYOH CTRL, TOA PAYOH, Singapore",1.3346534,103.8474571936961,665000.0,2017-05,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,10 TO 12,76.0,Model A,2009.0,90 years 11 months
"10 JOO SENG RD, TOA PAYOH, Singapore",1.33547065,103.8789123,572888.0,2017-05,TOA PAYOH,5 ROOM,10,JOO SENG RD,16 TO 18,119.0,Improved,1983.0,64 years 11 months
"97 LOR 3 TOA PAYOH, TOA PAYOH, Singapore",,,610000.0,2017-05,TOA PAYOH,5 ROOM,97,LOR 3 TOA PAYOH,01 TO 03,123.0,Improved,1993.0,74 years 11 months
"138B LOR 1A TOA PAYOH, TOA PAYOH, Singapore",,,840000.0,2017-05,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,04 TO 06,113.0,DBSS,2012.0,94 years
"136 POTONG PASIR AVE 3, TOA PAYOH, Singapore",1.3340704,103.86667696623525,840000.0,2017-05,TOA PAYOH,5 ROOM,136,POTONG PASIR AVE 3,13 TO 15,156.0,Model A-Maisonette,1984.0,66 years 02 months
"145 POTONG PASIR AVE 2, TOA PAYOH, Singapore",1.3322994499999998,103.86634345428465,900000.0,2017-05,TOA PAYOH,5 ROOM,145,POTONG PASIR AVE 2,10 TO 12,158.0,Model A-Maisonette,1984.0,66 years 02 months
"19 MARSILING LANE, WOODLANDS, Singapore",1.4432798,103.77729639438824,247500.0,2017-05,WOODLANDS,3 ROOM,19,MARSILING LANE,01 TO 03,60.0,Improved,1987.0,69 years 01 month
"166 WOODLANDS ST 13, WOODLANDS, Singapore",1.4341733,103.7754572,260000.0,2017-05,WOODLANDS,3 ROOM,166,WOODLANDS ST 13,01 TO 03,67.0,New Generation,1986.0,68 years 04 months
"206 MARSILING DR, WOODLANDS, Singapore",1.44536825,103.77293055945012,265000.0,2017-05,WOODLANDS,3 ROOM,206,MARSILING DR,07 TO 09,68.0,New Generation,1981.0,62 years 11 months
"218 MARSILING CRES, WOODLANDS, Singapore",1.4465273,103.77338737730312,276000.0,2017-05,WOODLANDS,3 ROOM,218,MARSILING CRES,10 TO 12,81.0,New Generation,1986.0,68 years 01 month
"331 WOODLANDS AVE 1, WOODLANDS, Singapore",1.4321742,103.78743735,293000.0,2017-05,WOODLANDS,3 ROOM,331,WOODLANDS AVE 1,01 TO 03,73.0,Model A,1994.0,75 years 08 months
"160 WOODLANDS ST 13, WOODLANDS, Singapore",1.4333681,103.77468605034112,330000.0,2017-05,WOODLANDS,3 ROOM,160,WOODLANDS ST 13,10 TO 12,73.0,Model A,1990.0,72 years
"7 MARSILING DR, WOODLANDS, Singapore",1.4417472,103.77698856028846,275000.0,2017-05,WOODLANDS,4 ROOM,7,MARSILING DR,07 TO 09,88.0,Improved,1976.0,57 years 08 months
"617 WOODLANDS AVE 4, WOODLANDS, Singapore",1.43762500011982,103.79574255187626,305000.0,2017-05,WOODLANDS,4 ROOM,617,WOODLANDS AVE 4,01 TO 03,91.0,Model A2,1998.0,79 years 11 months
"774 WOODLANDS CRES, WOODLANDS, Singapore",1.4488555049041534,103.80027636345976,310000.0,2017-05,WOODLANDS,4 ROOM,774,WOODLANDS CRES,10 TO 12,92.0,Model A2,1997.0,79 years 05 months
"850 WOODLANDS ST 82, WOODLANDS, Singapore",1.442198259987721,103.78940563557995,316000.0,2017-05,WOODLANDS,4 ROOM,850,WOODLANDS ST 82,01 TO 03,98.0,New Generation,1995.0,77 years 01 month
"579 WOODLANDS DR 16, WOODLANDS, Singapore",1.43080975,103.7958660873762,318000.0,2017-05,WOODLANDS,4 ROOM,579,WOODLANDS DR 16,01 TO 03,90.0,Model A,2001.0,82 years 11 months
"666 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,318000.0,2017-05,WOODLANDS,4 ROOM,666,WOODLANDS RING RD,01 TO 03,86.0,Model A2,2000.0,82 years 04 months
"612 WOODLANDS AVE 4, WOODLANDS, Singapore",1.43762500011982,103.79574255187626,320000.0,2017-05,WOODLANDS,4 ROOM,612,WOODLANDS AVE 4,10 TO 12,102.0,Model A,1998.0,80 years 04 months
"669 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,321000.0,2017-05,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,01 TO 03,85.0,Model A2,2000.0,82 years 05 months
"758 WOODLANDS AVE 6, WOODLANDS, Singapore",1.44575645,103.79541993087808,325000.0,2017-05,WOODLANDS,4 ROOM,758,WOODLANDS AVE 6,10 TO 12,103.0,Model A,1998.0,79 years 09 months
"802 WOODLANDS ST 81, WOODLANDS, Singapore",1.44081875,103.7862995481988,332000.0,2017-05,WOODLANDS,4 ROOM,802,WOODLANDS ST 81,07 TO 09,84.0,Simplified,1989.0,71 years 02 months
"406 WOODLANDS ST 41, WOODLANDS, Singapore",1.4295607,103.7729173830048,345000.0,2017-05,WOODLANDS,4 ROOM,406,WOODLANDS ST 41,10 TO 12,106.0,Model A,1995.0,77 years 07 months
"847 WOODLANDS ST 82, WOODLANDS, Singapore",1.44215375,103.79198243678236,345000.0,2017-05,WOODLANDS,4 ROOM,847,WOODLANDS ST 82,01 TO 03,98.0,New Generation,1995.0,76 years 10 months
"876 WOODLANDS AVE 9, WOODLANDS, Singapore",1.4446716,103.79041790889045,350000.0,2017-05,WOODLANDS,4 ROOM,876,WOODLANDS AVE 9,10 TO 12,105.0,Model A,1996.0,78 years
"547 WOODLANDS DR 16, WOODLANDS, Singapore",1.43020905,103.79295358030512,350000.0,2017-05,WOODLANDS,4 ROOM,547,WOODLANDS DR 16,01 TO 03,101.0,Model A,2000.0,82 years 04 months
"413 WOODLANDS ST 41, WOODLANDS, Singapore",1.4277985000000002,103.7727758,350000.0,2017-05,WOODLANDS,4 ROOM,413,WOODLANDS ST 41,04 TO 06,106.0,Model A,1996.0,77 years 08 months
"172 WOODLANDS ST 13, WOODLANDS, Singapore",1.4339686500000002,103.77749534073584,352000.0,2017-05,WOODLANDS,4 ROOM,172,WOODLANDS ST 13,13 TO 15,91.0,New Generation,1985.0,67 years 05 months
"772 WOODLANDS DR 60, WOODLANDS, Singapore",1.4471594,103.7979786339978,358000.0,2017-05,WOODLANDS,4 ROOM,772,WOODLANDS DR 60,10 TO 12,101.0,Model A,1997.0,79 years 06 months
"703 WOODLANDS DR 40, WOODLANDS, Singapore",1.4411247,103.79673240156298,360000.0,2017-05,WOODLANDS,4 ROOM,703,WOODLANDS DR 40,01 TO 03,101.0,Model A,1996.0,78 years 05 months
"769 WOODLANDS DR 60, WOODLANDS, Singapore",1.447118,103.79874249492886,361000.0,2017-05,WOODLANDS,4 ROOM,769,WOODLANDS DR 60,07 TO 09,101.0,Model A,1997.0,79 years 07 months
"898A WOODLANDS DR 50, WOODLANDS, Singapore",1.4353140999999998,103.79449066539948,365000.0,2017-05,WOODLANDS,4 ROOM,898A,WOODLANDS DR 50,04 TO 06,97.0,Model A,1997.0,79 years 03 months
"689B WOODLANDS DR 75, WOODLANDS, Singapore",1.436501603250969,103.77318650225314,369000.0,2017-05,WOODLANDS,4 ROOM,689B,WOODLANDS DR 75,13 TO 15,90.0,Premium Apartment,2004.0,85 years 09 months
"603 WOODLANDS DR 42, WOODLANDS, Singapore",1.43690085,103.79633955,375000.0,2017-05,WOODLANDS,4 ROOM,603,WOODLANDS DR 42,10 TO 12,102.0,Model A,1997.0,78 years 11 months
"354 WOODLANDS AVE 1, WOODLANDS, Singapore",1.43231505,103.78521976634012,408000.0,2017-05,WOODLANDS,4 ROOM,354,WOODLANDS AVE 1,07 TO 09,106.0,Model A,1996.0,78 years 02 months
"764 WOODLANDS CIRCLE, WOODLANDS, Singapore",1.4423398898519852,103.796632960062,360000.0,2017-05,WOODLANDS,5 ROOM,764,WOODLANDS CIRCLE,01 TO 03,111.0,Improved,2003.0,85 years 01 month
"36 MARSILING DR, WOODLANDS, Singapore",1.44533135,103.77218817704778,365000.0,2017-05,WOODLANDS,5 ROOM,36,MARSILING DR,04 TO 06,124.0,Standard,1978.0,59 years 11 months
"623 WOODLANDS DR 52, WOODLANDS, Singapore",1.4336619000000002,103.7993765,368000.0,2017-05,WOODLANDS,5 ROOM,623,WOODLANDS DR 52,01 TO 03,122.0,Improved,1998.0,80 years 04 months
"621 WOODLANDS DR 52, WOODLANDS, Singapore",1.4336619000000002,103.7993765,380000.0,2017-05,WOODLANDS,5 ROOM,621,WOODLANDS DR 52,04 TO 06,121.0,Improved,1998.0,80 years 01 month
"137 MARSILING RD, WOODLANDS, Singapore",1.4385202499999998,103.77706058723396,385000.0,2017-05,WOODLANDS,5 ROOM,137,MARSILING RD,01 TO 03,121.0,Improved,1985.0,67 years 04 months
"759 WOODLANDS AVE 6, WOODLANDS, Singapore",1.4465329,103.79564496123346,390000.0,2017-05,WOODLANDS,5 ROOM,759,WOODLANDS AVE 6,07 TO 09,122.0,Improved,1998.0,79 years 11 months
"733 WOODLANDS CIRCLE, WOODLANDS, Singapore",1.4423398898519852,103.796632960062,390000.0,2017-05,WOODLANDS,5 ROOM,733,WOODLANDS CIRCLE,01 TO 03,121.0,Improved,1997.0,79 years 05 months
"215 MARSILING LANE, WOODLANDS, Singapore",1.44761835,103.77206096013316,400000.0,2017-05,WOODLANDS,5 ROOM,215,MARSILING LANE,16 TO 18,118.0,Improved,1980.0,62 years 06 months
"607 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,400000.0,2017-05,WOODLANDS,5 ROOM,607,WOODLANDS RING RD,04 TO 06,122.0,Improved,1998.0,79 years 11 months
"752 WOODLANDS CIRCLE, WOODLANDS, Singapore",1.4423398898519852,103.796632960062,405000.0,2017-05,WOODLANDS,5 ROOM,752,WOODLANDS CIRCLE,10 TO 12,122.0,Improved,1998.0,79 years 08 months
"544 WOODLANDS DR 16, WOODLANDS, Singapore",1.4288075,103.79315807553756,415000.0,2017-05,WOODLANDS,5 ROOM,544,WOODLANDS DR 16,04 TO 06,120.0,Improved,2000.0,82 years 02 months
"578 WOODLANDS DR 16, WOODLANDS, Singapore",1.43150935,103.79601107627316,418000.0,2017-05,WOODLANDS,5 ROOM,578,WOODLANDS DR 16,04 TO 06,110.0,Improved,2000.0,82 years 06 months
"655 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,418000.0,2017-05,WOODLANDS,5 ROOM,655,WOODLANDS RING RD,07 TO 09,121.0,Improved,1998.0,79 years 10 months
"659 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,420000.0,2017-05,WOODLANDS,5 ROOM,659,WOODLANDS RING RD,07 TO 09,121.0,Improved,1998.0,79 years 09 months
"672 WOODLANDS DR 71, WOODLANDS, Singapore",1.4395677999999998,103.79996876375,433000.0,2017-05,WOODLANDS,5 ROOM,672,WOODLANDS DR 71,01 TO 03,110.0,Improved,2000.0,82 years 06 months
"537 WOODLANDS DR 16, WOODLANDS, Singapore",1.4297887500000002,103.79241251000062,435000.0,2017-05,WOODLANDS,5 ROOM,537,WOODLANDS DR 16,07 TO 09,115.0,Improved,2000.0,82 years 03 months
"683D WOODLANDS DR 62, WOODLANDS, Singapore",1.4407358,103.80317505054072,441888.0,2017-05,WOODLANDS,5 ROOM,683D,WOODLANDS DR 62,13 TO 15,120.0,Premium Apartment,2000.0,81 years 09 months
"501 WOODLANDS DR 14, WOODLANDS, Singapore",1.43284245,103.79199938931067,450000.0,2017-05,WOODLANDS,5 ROOM,501,WOODLANDS DR 14,07 TO 09,123.0,Improved,1998.0,80 years 07 months
"524 WOODLANDS DR 14, WOODLANDS, Singapore",1.433243,103.7933479652526,450000.0,2017-05,WOODLANDS,5 ROOM,524,WOODLANDS DR 14,04 TO 06,129.0,Premium Apartment,2000.0,81 years 10 months
"513 WOODLANDS DR 14, WOODLANDS, Singapore",1.4338887,103.78930412547844,462000.0,2017-05,WOODLANDS,5 ROOM,513,WOODLANDS DR 14,04 TO 06,125.0,Premium Apartment,1999.0,80 years 11 months
"825 WOODLANDS ST 81, WOODLANDS, Singapore",1.4389343499999998,103.78981016981552,470000.0,2017-05,WOODLANDS,5 ROOM,825,WOODLANDS ST 81,04 TO 06,121.0,Improved,1990.0,72 years 02 months
"586 WOODLANDS DR 16, WOODLANDS, Singapore",1.4287185999999998,103.7946961816875,475000.0,2017-05,WOODLANDS,EXECUTIVE,586,WOODLANDS DR 16,04 TO 06,131.0,Apartment,2001.0,83 years 01 month
"789 WOODLANDS AVE 6, WOODLANDS, Singapore",1.4433692,103.80221847045456,497000.0,2017-05,WOODLANDS,EXECUTIVE,789,WOODLANDS AVE 6,04 TO 06,140.0,Apartment,1997.0,79 years 04 months
"637 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,550000.0,2017-05,WOODLANDS,EXECUTIVE,637,WOODLANDS RING RD,04 TO 06,141.0,Maisonette,1999.0,81 years 04 months
"656 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,565000.0,2017-05,WOODLANDS,EXECUTIVE,656,WOODLANDS RING RD,07 TO 09,144.0,Maisonette,1998.0,79 years 10 months
"358 WOODLANDS AVE 5, WOODLANDS, Singapore",1.4337567,103.78399995953774,575000.0,2017-05,WOODLANDS,EXECUTIVE,358,WOODLANDS AVE 5,04 TO 06,145.0,Apartment,1996.0,78 years 03 months
"635 WOODLANDS RING RD, WOODLANDS, Singapore",1.438289634838224,103.79895443568716,575000.0,2017-05,WOODLANDS,EXECUTIVE,635,WOODLANDS RING RD,01 TO 03,142.0,Maisonette,1999.0,81 years 04 months
"124 MARSILING RISE, WOODLANDS, Singapore",1.43884555,103.77939327705631,715000.0,2017-05,WOODLANDS,EXECUTIVE,124,MARSILING RISE,10 TO 12,184.0,Apartment,1995.0,76 years 10 months
"818 WOODLANDS ST 82, WOODLANDS, Singapore",1.44167035,103.7901776853478,720000.0,2017-05,WOODLANDS,EXECUTIVE,818,WOODLANDS ST 82,04 TO 06,177.0,Apartment,1994.0,76 years 07 months
"459 YISHUN AVE 11, YISHUN, Singapore",1.4210721,103.8464028780476,255000.0,2017-05,YISHUN,2 ROOM,459,YISHUN AVE 11,10 TO 12,48.0,Model A,2013.0,95 years 03 months
"753 YISHUN ST 72, YISHUN, Singapore",1.42700455,103.83462665781327,250000.0,2017-05,YISHUN,3 ROOM,753,YISHUN ST 72,01 TO 03,65.0,Simplified,1986.0,68 years 07 months
"243 YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,257000.0,2017-05,YISHUN,3 ROOM,243,YISHUN RING RD,04 TO 06,64.0,Simplified,1985.0,67 years 04 months
"767 YISHUN AVE 3, YISHUN, Singapore",1.42451325,103.83449916321952,260000.0,2017-05,YISHUN,3 ROOM,767,YISHUN AVE 3,01 TO 03,64.0,Simplified,1987.0,68 years 09 months
"269 YISHUN ST 22, YISHUN, Singapore",1.43657355,103.84136392117688,262000.0,2017-05,YISHUN,3 ROOM,269,YISHUN ST 22,01 TO 03,64.0,Simplified,1988.0,70 years
"138 YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,265000.0,2017-05,YISHUN,3 ROOM,138,YISHUN RING RD,10 TO 12,68.0,New Generation,1984.0,66 years 04 months
"129 YISHUN ST 11, YISHUN, Singapore",1.4313296,103.8333619,272000.0,2017-05,YISHUN,3 ROOM,129,YISHUN ST 11,01 TO 03,67.0,New Generation,1984.0,66 years 07 months
"210 YISHUN ST 21, YISHUN, Singapore",1.4314756000000002,103.83893460764024,275000.0,2017-05,YISHUN,3 ROOM,210,YISHUN ST 21,01 TO 03,67.0,New Generation,1985.0,67 years 04 months
"127 YISHUN ST 11, YISHUN, Singapore",1.4313296,103.8333619,276500.0,2017-05,YISHUN,3 ROOM,127,YISHUN ST 11,01 TO 03,72.0,New Generation,1984.0,66 years 08 months
"151 YISHUN ST 11, YISHUN, Singapore",1.4313296,103.8333619,280000.0,2017-05,YISHUN,3 ROOM,151,YISHUN ST 11,04 TO 06,67.0,New Generation,1985.0,66 years 10 months
"287 YISHUN AVE 6, YISHUN, Singapore",1.44046705,103.83942575,285888.0,2017-05,YISHUN,3 ROOM,287,YISHUN AVE 6,07 TO 09,74.0,Model A,1985.0,67 years 03 months
"409 YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,290000.0,2017-05,YISHUN,3 ROOM,409,YISHUN RING RD,10 TO 12,74.0,Model A,1988.0,70 years 07 months
"806 YISHUN RING RD, YISHUN, Singapore",1.4172446,103.83109367605634,300000.0,2017-05,YISHUN,3 ROOM,806,YISHUN RING RD,07 TO 09,74.0,Model A,1987.0,68 years 10 months
"215 YISHUN ST 21, YISHUN, Singapore",1.4317646000000002,103.83565402946464,310000.0,2017-05,YISHUN,3 ROOM,215,YISHUN ST 21,04 TO 06,67.0,New Generation,1985.0,66 years 08 months
"740 YISHUN AVE 5, YISHUN, Singapore",1.430092,103.83210589907318,315000.0,2017-05,YISHUN,3 ROOM,740,YISHUN AVE 5,07 TO 09,67.0,New Generation,1985.0,66 years 11 months
"202 YISHUN ST 21, YISHUN, Singapore",1.43076295,103.83710029164185,330000.0,2017-05,YISHUN,3 ROOM,202,YISHUN ST 21,07 TO 09,67.0,New Generation,1985.0,67 years 04 months
"395 YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,285000.0,2017-05,YISHUN,4 ROOM,395,YISHUN RING RD,07 TO 09,84.0,Simplified,1988.0,70 years 04 months
"713 YISHUN ST 71, YISHUN, Singapore",1.4272527,103.82705678752086,290000.0,2017-05,YISHUN,4 ROOM,713,YISHUN ST 71,01 TO 03,84.0,Simplified,1987.0,69 years 03 months
"408 YISHUN AVE 6, YISHUN, Singapore",1.44046705,103.83942575,298000.0,2017-05,YISHUN,4 ROOM,408,YISHUN AVE 6,01 TO 03,84.0,Simplified,1988.0,70 years 03 months
"619 YISHUN RING RD, YISHUN, Singapore",1.4191929499999998,103.83480029719138,305000.0,2017-05,YISHUN,4 ROOM,619,YISHUN RING RD,01 TO 03,85.0,Simplified,1987.0,68 years 11 months
"275 YISHUN ST 22, YISHUN, Singapore",1.438629482168133,103.83628199956418,308000.0,2017-05,YISHUN,4 ROOM,275,YISHUN ST 22,04 TO 06,84.0,Simplified,1986.0,67 years 08 months
"631 YISHUN ST 61, YISHUN, Singapore",1.4184141,103.8383683825498,310000.0,2017-05,YISHUN,4 ROOM,631,YISHUN ST 61,01 TO 03,91.0,New Generation,1992.0,73 years 11 months
"660 YISHUN AVE 4, YISHUN, Singapore",1.4241893671437014,103.84018080632036,312000.0,2017-05,YISHUN,4 ROOM,660,YISHUN AVE 4,04 TO 06,84.0,Simplified,1987.0,69 years 03 months
"657 YISHUN AVE 4, YISHUN, Singapore",1.4241893671437014,103.84018080632036,320000.0,2017-05,YISHUN,4 ROOM,657,YISHUN AVE 4,10 TO 12,83.0,Simplified,1987.0,69 years 06 months
"415 YISHUN AVE 11, YISHUN, Singapore",1.424187909591421,103.84510665890154,322500.0,2017-05,YISHUN,4 ROOM,415,YISHUN AVE 11,04 TO 06,104.0,Model A,1993.0,74 years 09 months
"722 YISHUN ST 71, YISHUN, Singapore",1.42551825,103.82853192562834,325000.0,2017-05,YISHUN,4 ROOM,722,YISHUN ST 71,04 TO 06,84.0,Simplified,1987.0,69 years 04 months
"346 YISHUN AVE 11, YISHUN, Singapore",1.424187909591421,103.84510665890154,338000.0,2017-05,YISHUN,4 ROOM,346,YISHUN AVE 11,01 TO 03,108.0,Model A,1988.0,70 years 03 months
"726 YISHUN ST 71, YISHUN, Singapore",1.42655885,103.83095734812063,338000.0,2017-05,YISHUN,4 ROOM,726,YISHUN ST 71,04 TO 06,84.0,Simplified,1985.0,67 years 05 months
"768 YISHUN AVE 3, YISHUN, Singapore",1.42442185,103.83388657777544,340000.0,2017-05,YISHUN,4 ROOM,768,YISHUN AVE 3,07 TO 09,84.0,Simplified,1985.0,67 years 04 months
"727 YISHUN ST 71, YISHUN, Singapore",1.4262134,103.83098410217808,355000.0,2017-05,YISHUN,4 ROOM,727,YISHUN ST 71,07 TO 09,104.0,Model A,1985.0,67 years 06 months
"605 YISHUN ST 61, YISHUN, Singapore",1.4183749565744432,103.83867556804714,370000.0,2017-05,YISHUN,4 ROOM,605,YISHUN ST 61,10 TO 12,91.0,Simplified,1988.0,69 years 08 months
"816 YISHUN ST 81, YISHUN, Singapore",1.41188895,103.8336797259717,370000.0,2017-05,YISHUN,4 ROOM,816,YISHUN ST 81,10 TO 12,104.0,Model A,1988.0,70 years 02 months
"115C YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,375000.0,2017-05,YISHUN,4 ROOM,115C,YISHUN RING RD,10 TO 12,91.0,Model A,2001.0,83 years 02 months
"835 YISHUN ST 81, YISHUN, Singapore",1.4143986300461484,103.8351598897618,385000.0,2017-05,YISHUN,4 ROOM,835,YISHUN ST 81,01 TO 03,104.0,Model A,1987.0,69 years 07 months
"858 YISHUN AVE 4, YISHUN, Singapore",1.4241893671437014,103.84018080632036,385000.0,2017-05,YISHUN,4 ROOM,858,YISHUN AVE 4,07 TO 09,104.0,Model A,1988.0,70 years 02 months
"321 YISHUN CTRL, YISHUN, Singapore",1.42645065,103.83720383435042,385000.0,2017-05,YISHUN,4 ROOM,321,YISHUN CTRL,10 TO 12,104.0,Model A,1988.0,69 years 09 months
"743 YISHUN AVE 5, YISHUN, Singapore",1.4299223,103.83369079783871,390000.0,2017-05,YISHUN,4 ROOM,743,YISHUN AVE 5,01 TO 03,93.0,New Generation,1984.0,66 years 03 months
"205 YISHUN ST 21, YISHUN, Singapore",1.43107835,103.83629489227737,398000.0,2017-05,YISHUN,4 ROOM,205,YISHUN ST 21,10 TO 12,92.0,New Generation,1985.0,66 years 08 months
"832 YISHUN ST 81, YISHUN, Singapore",1.4143986300461484,103.8351598897618,400000.0,2017-05,YISHUN,4 ROOM,832,YISHUN ST 81,04 TO 06,104.0,Model A,1988.0,69 years 11 months
"932 YISHUN CTRL 1, YISHUN, Singapore",1.42637805,103.83714320274528,450000.0,2017-05,YISHUN,4 ROOM,932,YISHUN CTRL 1,04 TO 06,104.0,Model A,1993.0,74 years 09 months
"170 YISHUN AVE 7, YISHUN, Singapore",1.43822945,103.83295865,421000.0,2017-05,YISHUN,5 ROOM,170,YISHUN AVE 7,07 TO 09,122.0,Improved,1986.0,68 years 03 months
"212 YISHUN ST 21, YISHUN, Singapore",1.431715,103.83713507758316,435000.0,2017-05,YISHUN,5 ROOM,212,YISHUN ST 21,01 TO 03,121.0,Improved,1985.0,66 years 11 months
"716 YISHUN ST 71, YISHUN, Singapore",1.4263979,103.82774144707196,445000.0,2017-05,YISHUN,5 ROOM,716,YISHUN ST 71,07 TO 09,131.0,Improved,1987.0,69 years 05 months
"786 YISHUN RING RD, YISHUN, Singapore",1.4214527,103.83178591029022,455000.0,2017-05,YISHUN,5 ROOM,786,YISHUN RING RD,04 TO 06,121.0,Improved,1987.0,69 years 07 months
"927 YISHUN CTRL 1, YISHUN, Singapore",1.4277437000000002,103.83761724998394,470000.0,2017-05,YISHUN,5 ROOM,927,YISHUN CTRL 1,01 TO 03,122.0,Improved,1993.0,74 years 09 months
"866 YISHUN ST 81, YISHUN, Singapore",1.41439935,103.83719568172816,477500.0,2017-05,YISHUN,5 ROOM,866,YISHUN ST 81,04 TO 06,122.0,Improved,1988.0,69 years 09 months
"733 YISHUN AVE 5, YISHUN, Singapore",1.4295095999999998,103.83044959005892,480000.0,2017-05,YISHUN,5 ROOM,733,YISHUN AVE 5,10 TO 12,121.0,Improved,1984.0,66 years 04 months
"360 YISHUN RING RD, YISHUN, Singapore",1.4241438681881,103.8448902800057,590000.0,2017-05,YISHUN,EXECUTIVE,360,YISHUN RING RD,04 TO 06,146.0,Maisonette,1988.0,70 years 03 months
"616 YISHUN RING RD, YISHUN, Singapore",1.4196574000000002,103.83487782580409,631000.0,2017-05,YISHUN,EXECUTIVE,616,YISHUN RING RD,01 TO 03,159.0,Apartment,1992.0,74 years
"151 ANG MO KIO AVE 5, ANG MO KIO, Singapore",1.376726,103.84112121995103,260000.0,2017-06,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981.0,62 years 07 months
